Leitura,Data,Hora,Temperatura(C),Umidade(%)
414,2025-10-02,12:03:13,24.70,57.80
415,2025-10-02,12:03:33,24.70,57.90
416,2025-10-02,12:03:53,24.70,58.10
417,2025-10-02,12:04:13,24.70,58.20
418,2025-10-02,12:04:33,24.70,58.20
419,2025-10-02,12:04:53,24.80,58.20
420,2025-10-02,12:05:13,24.80,58.00
421,2025-10-02,12:05:33,24.80,57.80
422,2025-10-02,12:05:53,24.80,57.80
423,2025-10-02,12:06:13,24.80,57.70
424,2025-10-02,12:06:33,24.80,57.90
425,2025-10-02,12:06:53,24.80,58.00
426,2025-10-02,12:07:13,24.80,58.00
427,2025-10-02,12:07:33,24.90,58.00
428,2025-10-02,12:07:53,24.80,57.60
429,2025-10-02,12:08:13,24.80,57.50
430,2025-10-02,12:08:33,24.80,57.70
431,2025-10-02,12:08:53,24.80,57.40
432,2025-10-02,12:09:13,24.70,57.40
433,2025-10-02,12:09:33,24.70,57.60
434,2025-10-02,12:09:53,24.70,57.80
435,2025-10-02,12:10:13,24.60,58.00
436,2025-10-02,12:10:33,24.70,58.20
437,2025-10-02,12:10:53,24.80,58.20
438,2025-10-02,12:11:13,24.80,58.20
439,2025-10-02,12:11:33,24.90,58.00
440,2025-10-02,12:11:53,24.90,57.60
441,2025-10-02,12:12:13,24.80,57.50
442,2025-10-02,12:12:33,24.80,57.60
443,2025-10-02,12:12:53,24.80,57.60
444,2025-10-02,12:13:13,24.90,57.70
445,2025-10-02,12:13:33,24.80,57.50
446,2025-10-02,12:13:53,24.90,57.80
447,2025-10-02,12:14:13,24.80,57.30
448,2025-10-02,12:14:33,24.80,57.60
449,2025-10-02,12:14:53,24.90,57.60
450,2025-10-02,12:15:13,24.90,57.40
451,2025-10-02,12:15:33,24.90,57.50
452,2025-10-02,12:15:53,24.90,57.20
453,2025-10-02,12:16:13,25.00,57.30
454,2025-10-02,12:16:33,25.00,57.30
455,2025-10-02,12:16:53,25.00,57.20
456,2025-10-02,12:17:13,25.10,57.10
457,2025-10-02,12:17:33,25.10,57.20
458,2025-10-02,12:17:53,25.10,57.10
459,2025-10-02,12:18:13,25.10,57.30
460,2025-10-02,12:18:33,25.20,57.30
461,2025-10-02,12:18:53,25.20,57.10
462,2025-10-02,12:19:13,25.20,56.80
463,2025-10-02,12:19:33,25.20,56.90
464,2025-10-02,12:19:53,25.20,56.70
465,2025-10-02,12:20:13,25.10,56.70
466,2025-10-02,12:20:33,25.10,56.80
467,2025-10-02,12:20:53,25.10,56.60
468,2025-10-02,12:21:13,25.20,56.90
469,2025-10-02,12:21:33,25.20,56.90
470,2025-10-02,12:21:53,25.20,56.70
471,2025-10-02,12:22:13,25.20,56.50
472,2025-10-02,12:22:33,25.20,56.60
473,2025-10-02,12:22:53,25.20,56.70
474,2025-10-02,12:23:13,25.20,56.90
475,2025-10-02,12:23:33,25.20,56.40
476,2025-10-02,12:23:53,25.20,56.50
477,2025-10-02,12:24:13,25.30,56.30
478,2025-10-02,12:24:33,25.40,56.30
479,2025-10-02,12:24:53,25.40,56.10
480,2025-10-02,12:25:13,25.40,56.30
481,2025-10-02,12:25:33,25.60,56.40
482,2025-10-02,12:25:53,25.70,55.80
483,2025-10-02,12:26:13,25.70,55.90
484,2025-10-02,12:26:33,25.80,55.70
485,2025-10-02,12:26:53,25.90,55.30
486,2025-10-02,12:27:13,25.80,55.10
487,2025-10-02,12:27:33,25.80,55.00
488,2025-10-02,12:27:53,25.70,55.00
489,2025-10-02,12:28:13,25.60,55.40
490,2025-10-02,12:28:33,25.60,55.70
491,2025-10-02,12:28:53,25.70,55.90
492,2025-10-02,12:29:13,25.70,55.30
493,2025-10-02,12:29:33,25.70,55.40
494,2025-10-02,12:29:53,25.60,55.60
495,2025-10-02,12:30:13,25.60,55.60
496,2025-10-02,12:30:33,25.60,55.60
497,2025-10-02,12:30:53,25.60,55.60
498,2025-10-02,12:31:13,25.70,55.90
499,2025-10-02,12:31:33,25.70,56.10
500,2025-10-02,12:31:53,25.70,56.00
501,2025-10-02,12:32:13,25.70,55.90
502,2025-10-02,12:32:33,25.80,55.80
503,2025-10-02,12:32:53,25.80,55.80
504,2025-10-02,12:33:13,25.80,55.30
505,2025-10-02,12:33:33,25.80,55.40
506,2025-10-02,12:33:53,25.80,55.00
507,2025-10-02,12:34:13,25.70,55.10
508,2025-10-02,12:34:33,25.60,55.20
509,2025-10-02,12:34:53,25.50,55.10
510,2025-10-02,12:35:13,25.40,55.40
511,2025-10-02,12:35:33,25.40,55.60
512,2025-10-02,12:35:53,25.30,56.00
513,2025-10-02,12:36:13,25.30,56.20
514,2025-10-02,12:36:33,25.30,56.30
515,2025-10-02,12:36:53,25.40,56.30
516,2025-10-02,12:37:13,25.40,56.20
517,2025-10-02,12:37:33,25.40,56.20
518,2025-10-02,12:37:53,25.50,56.30
519,2025-10-02,12:38:13,25.50,56.10
520,2025-10-02,12:38:33,25.50,56.10
521,2025-10-02,12:38:53,25.50,56.10
522,2025-10-02,12:39:13,25.50,56.00
523,2025-10-02,12:39:33,25.50,55.90
524,2025-10-02,12:39:53,25.50,56.10
525,2025-10-02,12:40:13,25.50,55.80
526,2025-10-02,12:40:33,25.40,55.60
527,2025-10-02,12:40:53,25.40,55.90
528,2025-10-02,12:41:13,25.40,56.10
529,2025-10-02,12:41:33,25.40,56.30
530,2025-10-02,12:41:53,25.40,56.50
531,2025-10-02,12:42:13,25.50,56.50
532,2025-10-02,12:42:33,25.50,56.60
533,2025-10-02,12:42:53,25.40,56.70
534,2025-10-02,12:43:13,25.50,56.50
535,2025-10-02,12:43:33,25.50,56.80
536,2025-10-02,12:43:53,25.50,56.70
537,2025-10-02,12:44:13,25.60,56.50
538,2025-10-02,12:44:33,25.60,56.10
539,2025-10-02,12:44:53,25.60,55.80
540,2025-10-02,12:45:13,25.70,55.90
541,2025-10-02,12:45:33,25.70,55.80
542,2025-10-02,12:45:53,25.80,55.60
543,2025-10-02,12:46:13,25.80,55.40
544,2025-10-02,12:46:33,25.90,55.30
545,2025-10-02,12:46:53,25.90,55.00
546,2025-10-02,12:47:13,25.90,55.00
547,2025-10-02,12:47:33,26.00,54.50
548,2025-10-02,12:47:53,26.00,54.40
549,2025-10-02,12:48:13,26.00,54.70
550,2025-10-02,12:48:33,26.00,55.10
551,2025-10-02,12:48:53,26.00,54.80
552,2025-10-02,12:49:13,26.00,54.50
553,2025-10-02,12:49:33,26.00,54.60
554,2025-10-02,12:49:53,26.10,54.60
555,2025-10-02,12:50:13,26.10,54.50
556,2025-10-02,12:50:33,26.40,54.70
557,2025-10-02,12:50:53,26.60,53.90
558,2025-10-02,12:51:13,26.60,53.80
559,2025-10-02,12:51:33,26.70,52.90
560,2025-10-02,12:51:53,26.70,53.00
561,2025-10-02,12:52:13,26.70,52.80
562,2025-10-02,12:52:33,26.60,53.20
563,2025-10-02,12:52:53,26.60,53.40
564,2025-10-02,12:53:13,26.50,53.00
565,2025-10-02,12:53:33,26.50,53.00
566,2025-10-02,12:53:53,26.50,53.60
567,2025-10-02,12:54:13,26.50,53.80
568,2025-10-02,12:54:33,26.50,53.60
569,2025-10-02,12:54:53,26.50,53.50
570,2025-10-02,12:55:13,26.50,53.80
571,2025-10-02,12:55:33,26.50,53.40
572,2025-10-02,12:55:53,26.50,53.30
573,2025-10-02,12:56:13,26.50,53.30
574,2025-10-02,12:56:33,26.50,53.50
575,2025-10-02,12:56:53,26.50,53.60
576,2025-10-02,12:57:13,26.60,53.30
577,2025-10-02,12:57:33,26.60,53.10
